! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Tuesday, 18 October 2022 23:12:57
! TIMEZONE (GMT-08:00) Pacific Time (US & Canada)
! NAME Keysight Technologies
! MODEL N9912A
! SERIAL MY49322317
! FIRMWARE_VERSION A.08.19
! CORRECTION 
! Application SA
! Trace TIMESTAMP: 2022-10-18 23:12:57Z
! Trace GPS Info...
! GPS Latitude: 
! GPS Longitude: 
! GPS Seconds Since Last Read: 0
! CHECKSUM 1702763279
! DATA Freq,SA Clear-Write,SA Blank,SA Blank,SA Blank
! FREQ UNIT Hz
! DATA UNIT dBm
BEGIN
2500000000,-65.3464636816318,0,0,0
2501250000,-71.0092708150482,0,0,0
2502500000,-65.0805431422353,0,0,0
2503750000,-73.5668306419073,0,0,0
2505000000,-61.5315795400224,0,0,0
2506250000,-65.0115795120563,0,0,0
2507500000,-63.3349558566883,0,0,0
2508750000,-63.9829579418489,0,0,0
2510000000,-72.8553351621814,0,0,0
2511250000,-68.5131009734447,0,0,0
2512500000,-71.9867823922474,0,0,0
2513750000,-59.9920516429555,0,0,0
2515000000,-65.8777537660977,0,0,0
2516250000,-69.6915706541799,0,0,0
2517500000,-62.6500345069016,0,0,0
2518750000,-57.8626502415336,0,0,0
2520000000,-61.3737532919658,0,0,0
2521250000,-61.2031078283928,0,0,0
2522500000,-67.8385957226174,0,0,0
2523750000,-66.3260528615356,0,0,0
2525000000,-71.6507243966816,0,0,0
2526250000,-61.1853856258456,0,0,0
2527500000,-62.7283135649646,0,0,0
2528750000,-48.1346412931518,0,0,0
2530000000,-36.0881327725951,0,0,0
2531250000,-26.8949018002229,0,0,0
2532500000,-21.5365705204779,0,0,0
2533750000,-25.7293975884124,0,0,0
2535000000,-54.5645348870164,0,0,0
2536250000,-61.953169993337,0,0,0
2537500000,-50.3728822351527,0,0,0
2538750000,-32.2508825909307,0,0,0
2540000000,-35.2120137318801,0,0,0
2541250000,-47.260031193682,0,0,0
2542500000,-61.7111333058257,0,0,0
2543750000,-66.6427724682371,0,0,0
2545000000,-64.2273174183781,0,0,0
2546250000,-68.6922220370849,0,0,0
2547500000,-30.6454785364781,0,0,0
2548750000,-62.463324837521,0,0,0
2550000000,-67.4070303530622,0,0,0
2551250000,-31.185250093138,0,0,0
2552500000,-36.3684255998263,0,0,0
2553750000,-59.0586867928776,0,0,0
2555000000,-67.2333078158841,0,0,0
2556250000,-60.8950837194617,0,0,0
2557500000,-70.5537463767435,0,0,0
2558750000,-64.2511664528684,0,0,0
2560000000,-62.210311456843,0,0,0
2561250000,-58.9180399324934,0,0,0
2562500000,-71.8374082969433,0,0,0
2563750000,-59.9199181304414,0,0,0
2565000000,-62.3835668359305,0,0,0
2566250000,-65.9164990427114,0,0,0
2567500000,-71.460849599067,0,0,0
2568750000,-70.232037853237,0,0,0
2570000000,-71.4183626293246,0,0,0
2571250000,-65.2044150842825,0,0,0
2572500000,-79.2808170415452,0,0,0
2573750000,-66.3813326084699,0,0,0
2575000000,-71.7140263644223,0,0,0
2576250000,-65.1137735847018,0,0,0
2577500000,-72.8264266365412,0,0,0
2578750000,-64.1292955429559,0,0,0
2580000000,-62.322612041881,0,0,0
2581250000,-67.4255605144618,0,0,0
2582500000,-62.724159916576,0,0,0
2583750000,-63.6809122142972,0,0,0
2585000000,-69.2421314947568,0,0,0
2586250000,-61.8306717627207,0,0,0
2587500000,-68.8686672475961,0,0,0
2588750000,-63.8546416587025,0,0,0
2590000000,-71.7746499004791,0,0,0
2591250000,-62.7855373560279,0,0,0
2592500000,-58.7419222866168,0,0,0
2593750000,-68.0091825782832,0,0,0
2595000000,-63.9867394424038,0,0,0
2596250000,-66.6332329450422,0,0,0
2597500000,-58.8818510615226,0,0,0
2598750000,-63.3557457863054,0,0,0
2600000000,-59.0091130156612,0,0,0
2601250000,-60.3933873835125,0,0,0
2602500000,-70.080718306637,0,0,0
2603750000,-63.4840131878374,0,0,0
2605000000,-65.3639563630813,0,0,0
2606250000,-63.1619154871703,0,0,0
2607500000,-60.8441963131774,0,0,0
2608750000,-67.0881997559729,0,0,0
2610000000,-64.7985648835405,0,0,0
2611250000,-75.645205533073,0,0,0
2612500000,-65.7368867232565,0,0,0
2613750000,-66.6425954795304,0,0,0
2615000000,-70.4526415719466,0,0,0
2616250000,-65.0942644016496,0,0,0
2617500000,-70.726236210794,0,0,0
2618750000,-64.0314782157009,0,0,0
2620000000,-60.2547360645928,0,0,0
2621250000,-66.0005896802531,0,0,0
2622500000,-65.6306306169418,0,0,0
2623750000,-60.829151624087,0,0,0
2625000000,-64.3820105287188,0,0,0
2626250000,-71.5605014589864,0,0,0
2627500000,-68.8637528107615,0,0,0
2628750000,-74.7792001435009,0,0,0
2630000000,-66.9307242433291,0,0,0
2631250000,-73.6017216303714,0,0,0
2632500000,-63.1631669860976,0,0,0
2633750000,-61.5711708218032,0,0,0
2635000000,-68.7158151593198,0,0,0
2636250000,-66.6407592367875,0,0,0
2637500000,-70.1830133612005,0,0,0
2638750000,-64.7211250683181,0,0,0
2640000000,-64.9461561702211,0,0,0
2641250000,-58.6786836683201,0,0,0
2642500000,-58.4662713492991,0,0,0
2643750000,-64.2921959650303,0,0,0
2645000000,-63.6449460210983,0,0,0
2646250000,-65.2449664133239,0,0,0
2647500000,-65.6794915579647,0,0,0
2648750000,-73.1620641730601,0,0,0
2650000000,-67.312235666825,0,0,0
2651250000,-75.1549465769926,0,0,0
2652500000,-69.2535259972448,0,0,0
2653750000,-67.2546233076757,0,0,0
